id,filename,width,height,depth,name,xmin,xmax,ymin,ymax
1879,n02088094_3641,365,500,3,afghan_hound,3,67,171,230
1880,n02088094_3653,500,345,3,afghan_hound,21,459,22,312
1881,n02088094_3749,333,500,3,afghan_hound,116,299,212,443
1882,n02088094_3793,500,396,3,afghan_hound,18,480,9,384
1883,n02088094_3836,500,333,3,afghan_hound,256,477,117,332
1884,n02088094_3850,333,500,3,afghan_hound,123,280,147,342
1885,n02088094_3856,333,500,3,afghan_hound,0,319,50,498
1886,n02088094_3858,480,360,3,afghan_hound,62,347,46,304
1887,n02088094_3858,480,360,3,afghan_hound,294,478,137,282
1888,n02088094_392,400,500,3,afghan_hound,33,398,82,498
1889,n02088094_3920,500,375,3,afghan_hound,93,355,120,374
1890,n02088094_3937,404,500,3,afghan_hound,27,386,18,480
1891,n02088094_3944,298,500,3,afghan_hound,0,296,47,498
1892,n02088094_3949,500,343,3,afghan_hound,282,475,162,330
1893,n02088094_3949,500,343,3,afghan_hound,39,220,160,312
1894,n02088094_4434,800,794,3,afghan_hound,85,710,125,766
1895,n02088094_4450,500,324,3,afghan_hound,156,499,98,323
1896,n02088094_4464,500,334,3,afghan_hound,459,499,133,293
1897,n02088094_4464,500,334,3,afghan_hound,104,279,138,295
1898,n02088094_4464,500,334,3,afghan_hound,280,444,129,285
1899,n02088094_4467,470,500,3,afghan_hound,51,455,22,475
1900,n02088094_4497,500,303,3,afghan_hound,34,211,123,279
1901,n02088094_4497,500,303,3,afghan_hound,207,359,136,278
1902,n02088094_4497,500,303,3,afghan_hound,371,476,129,286
1903,n02088094_4501,500,375,3,afghan_hound,189,389,111,374
1904,n02088094_4501,500,375,3,afghan_hound,67,217,149,374
1905,n02088094_4511,369,500,3,afghan_hound,53,196,221,477
1906,n02088094_4511,369,500,3,afghan_hound,181,292,225,457
1907,n02088094_4517,500,459,3,afghan_hound,12,170,52,438
1908,n02088094_4517,500,459,3,afghan_hound,154,313,71,438
1909,n02088094_4521,363,500,3,afghan_hound,68,332,113,477
1910,n02088094_4583,500,333,3,afghan_hound,201,340,144,332
1911,n02088094_4586,496,500,3,afghan_hound,217,472,135,477
1912,n02088094_4598,474,500,3,afghan_hound,12,456,23,475
1913,n02088094_4635,459,500,3,afghan_hound,10,265,90,496
1914,n02088094_4678,396,500,3,afghan_hound,116,281,230,487
1915,n02088094_4678,396,500,3,afghan_hound,16,145,223,407
1916,n02088094_472,441,423,3,afghan_hound,33,357,32,357
1917,n02088094_4759,489,500,3,afghan_hound,291,465,200,426
1918,n02088094_4759,489,500,3,afghan_hound,52,312,196,468
1919,n02088094_4768,368,500,3,afghan_hound,77,354,201,485
1920,n02088094_13145,376,500,3,afghan_hound,92,302,65,482
1921,n02088094_13270,196,259,3,afghan_hound,9,195,11,258
1922,n02088094_1335,500,375,3,afghan_hound,0,376,23,373
1923,n02088094_13442,397,500,3,afghan_hound,175,353,209,456
1924,n02088094_13502,333,500,3,afghan_hound,91,279,67,363
1925,n02088094_1357,363,500,3,afghan_hound,23,282,186,451
1926,n02088094_1370,500,388,3,afghan_hound,287,466,13,386
1927,n02088094_1370,500,388,3,afghan_hound,25,285,29,383
1928,n02088094_13742,500,439,3,afghan_hound,302,394,200,415
1929,n02088094_13742,500,439,3,afghan_hound,207,313,206,414
1930,n02088094_13742,500,439,3,afghan_hound,95,192,200,409
1931,n02088094_13879,333,500,3,afghan_hound,70,260,26,472
1932,n02088094_13907,500,344,3,afghan_hound,214,343,144,263
1933,n02088094_13909,333,500,3,afghan_hound,15,312,88,442
1934,n02088094_1406,330,500,3,afghan_hound,58,328,96,497
1935,n02088094_1410,334,500,3,afghan_hound,73,295,103,447
1936,n02088094_1430,382,402,3,afghan_hound,52,336,139,384
1937,n02088094_1459,334,500,3,afghan_hound,81,285,108,443
1938,n02088094_1475,418,500,3,afghan_hound,96,397,203,456
1939,n02088094_1479,375,500,3,afghan_hound,1,302,28,463
1940,n02088094_1534,500,333,3,afghan_hound,122,268,65,332
1941,n02088094_1592,500,333,3,afghan_hound,162,374,41,289
1942,n02088094_294,489,500,3,afghan_hound,43,196,112,483
1943,n02088094_305,473,500,3,afghan_hound,20,471,77,498
1944,n02088094_3051,500,333,3,afghan_hound,39,477,61,260
1945,n02088094_3057,500,359,3,afghan_hound,0,457,0,358
1946,n02088094_3059,371,500,3,afghan_hound,18,354,71,477
1947,n02088094_3075,500,476,3,afghan_hound,220,471,66,474
1948,n02088094_3080,333,500,3,afghan_hound,90,284,75,386
1949,n02088094_3119,333,500,3,afghan_hound,48,331,67,498
1950,n02088094_3159,476,500,3,afghan_hound,73,419,27,498
1951,n02088094_3201,333,500,3,afghan_hound,100,331,56,498
1952,n02088094_3233,494,500,3,afghan_hound,25,383,35,495
1953,n02088094_3252,480,360,3,afghan_hound,159,405,17,348
1954,n02088094_3374,426,500,3,afghan_hound,1,405,92,463
1955,n02088094_3396,333,500,3,afghan_hound,0,235,93,498
1956,n02088094_3400,500,375,3,afghan_hound,192,356,168,374
1957,n02088094_342,500,333,3,afghan_hound,9,225,97,332
1958,n02088094_3500,500,380,3,afghan_hound,140,460,96,379
1959,n02088094_3531,383,500,3,afghan_hound,205,331,71,411
1960,n02088094_3564,333,500,3,afghan_hound,1,279,51,498
1961,n02088094_357,368,500,3,afghan_hound,96,280,82,476
1962,n02088094_3582,375,500,3,afghan_hound,0,313,120,463
1963,n02088094_3588,392,500,3,afghan_hound,91,378,52,377
1964,n02088094_3593,464,500,3,afghan_hound,61,455,21,457
1965,n02088094_4837,500,375,3,afghan_hound,32,499,59,374
1966,n02088094_4870,333,500,3,afghan_hound,66,305,123,446
1967,n02088094_5080,354,500,3,afghan_hound,31,346,57,493
1968,n02088094_515,340,500,3,afghan_hound,80,310,118,410
1969,n02088094_5150,333,500,3,afghan_hound,1,331,70,498
1970,n02088094_522,500,355,3,afghan_hound,303,430,43,260
1971,n02088094_522,500,355,3,afghan_hound,181,283,63,270
1972,n02088094_522,500,355,3,afghan_hound,67,209,149,322
1973,n02088094_5244,500,333,3,afghan_hound,41,271,103,332
1974,n02088094_5265,500,429,3,afghan_hound,77,466,87,409
1975,n02088094_5285,500,481,3,afghan_hound,190,349,132,464
1976,n02088094_5326,500,400,3,afghan_hound,161,445,164,358
1977,n02088094_5345,500,352,3,afghan_hound,165,432,51,349
1978,n02088094_5355,500,333,3,afghan_hound,50,216,160,305
1979,n02088094_5355,500,333,3,afghan_hound,307,465,158,315
1980,n02088094_537,352,500,3,afghan_hound,127,274,200,477
1981,n02088094_5381,405,500,3,afghan_hound,21,396,0,491
1982,n02088094_5413,459,500,3,afghan_hound,81,433,22,481
1983,n02088094_5436,333,500,3,afghan_hound,52,297,57,355
1984,n02088094_5488,333,500,3,afghan_hound,115,309,160,352
1985,n02088094_5517,333,500,3,afghan_hound,63,186,92,365
1986,n02088094_5521,348,500,3,afghan_hound,125,294,128,480
1987,n02088094_5559,342,500,3,afghan_hound,103,301,211,423
1988,n02088094_5812,396,500,3,afghan_hound,139,332,159,498
1989,n02088094_5812,396,500,3,afghan_hound,5,144,30,206
1990,n02088094_5855,500,333,3,afghan_hound,102,224,159,264
1991,n02088094_5855,500,333,3,afghan_hound,259,375,155,257
1992,n02088094_5927,382,500,3,afghan_hound,52,355,27,356
1993,n02088094_5939,331,500,3,afghan_hound,109,303,179,490
1994,n02088094_60,375,500,3,afghan_hound,12,373,57,498
1995,n02088094_6035,427,500,3,afghan_hound,0,393,30,498
1996,n02088094_6241,400,500,3,afghan_hound,0,398,1,498
1997,n02088094_6372,500,305,3,afghan_hound,88,238,135,298
1998,n02088094_6372,500,305,3,afghan_hound,348,483,124,264
1999,n02088094_6430,375,500,3,afghan_hound,117,278,107,445
2000,n02088094_6485,333,500,3,afghan_hound,96,331,61,375
2001,n02088094_649,500,333,3,afghan_hound,57,400,34,332
2002,n02088094_6493,193,295,3,afghan_hound,33,190,77,291
2003,n02088094_6690,333,500,3,afghan_hound,23,312,48,481
2004,n02088094_688,500,394,3,afghan_hound,13,219,30,376
2005,n02088094_688,500,394,3,afghan_hound,333,475,69,315
2006,n02088094_688,500,394,3,afghan_hound,196,355,55,341
2007,n02088094_713,500,334,3,afghan_hound,106,382,40,333
2008,n02088094_7131,500,358,3,afghan_hound,289,387,113,357
2009,n02088094_7131,500,358,3,afghan_hound,28,180,72,357
2010,n02088094_7146,500,429,3,afghan_hound,78,477,26,410
2011,n02088094_7229,500,378,3,afghan_hound,263,482,164,351
2012,n02088094_7229,500,378,3,afghan_hound,14,240,182,360
2013,n02088094_7260,334,500,3,afghan_hound,77,241,83,365
2014,n02088094_732,500,389,3,afghan_hound,0,485,12,388
2015,n02088094_7636,500,349,3,afghan_hound,214,294,85,291
2016,n02088094_7636,500,349,3,afghan_hound,121,216,79,319
2017,n02088094_7683,403,500,3,afghan_hound,83,394,13,461
2018,n02088094_7894,500,376,3,afghan_hound,91,415,45,337
2019,n02088094_791,396,500,3,afghan_hound,17,353,11,483
2020,n02088094_8063,1152,864,3,afghan_hound,332,849,69,771
2021,n02088094_8290,500,402,3,afghan_hound,6,144,192,328
2022,n02088094_8290,500,402,3,afghan_hound,331,467,199,341
2023,n02088094_8315,467,500,3,afghan_hound,73,219,125,406
2024,n02088094_8315,467,500,3,afghan_hound,211,444,136,412
2025,n02088094_8362,500,375,3,afghan_hound,38,435,13,366
2026,n02088094_8465,375,500,3,afghan_hound,91,370,76,320
2027,n02088094_8631,500,436,3,afghan_hound,104,490,84,420
2028,n02088094_8682,397,500,3,afghan_hound,174,364,222,466
2029,n02088094_3989,500,333,3,afghan_hound,187,311,96,332
2030,n02088094_4027,500,333,3,afghan_hound,128,284,192,332
2031,n02088094_4027,500,333,3,afghan_hound,0,67,187,293
2032,n02088094_4037,350,500,3,afghan_hound,0,297,8,498
2033,n02088094_4049,200,207,3,afghan_hound,1,128,80,200
2034,n02088094_4072,500,333,3,afghan_hound,0,285,96,332
2035,n02088094_4072,500,333,3,afghan_hound,245,456,117,330
2036,n02088094_4114,500,375,3,afghan_hound,66,477,9,357
2037,n02088094_4143,333,500,3,afghan_hound,0,300,28,493
2038,n02088094_4195,287,424,3,afghan_hound,0,284,56,421
2039,n02088094_4219,344,500,3,afghan_hound,11,303,171,468
2040,n02088094_4230,375,500,3,afghan_hound,31,282,98,300
2041,n02088094_4290,321,500,3,afghan_hound,62,295,67,476
2042,n02088094_4307,392,500,3,afghan_hound,0,368,23,498
2043,n02088094_4310,500,333,3,afghan_hound,0,457,1,332
2044,n02088094_4314,333,500,3,afghan_hound,103,264,177,337
2045,n02088094_4352,404,500,3,afghan_hound,46,285,37,481
2046,n02088094_4396,420,470,3,afghan_hound,117,345,24,462
2047,n02088094_4406,360,288,3,afghan_hound,119,289,75,221
2048,n02088094_4420,500,375,3,afghan_hound,154,421,113,336
2049,n02088094_8764,333,500,3,afghan_hound,107,291,190,396
2050,n02088094_890,333,500,3,afghan_hound,50,331,52,498
2051,n02088094_899,500,339,3,afghan_hound,0,427,152,338
2052,n02088094_907,355,500,3,afghan_hound,23,352,16,498
2053,n02088094_908,432,500,3,afghan_hound,32,385,23,460
2054,n02088094_913,491,500,3,afghan_hound,194,435,89,430
2055,n02088094_913,491,500,3,afghan_hound,43,222,135,450
2056,n02088094_9197,394,500,3,afghan_hound,63,362,160,477
2057,n02088094_9220,500,494,3,afghan_hound,228,483,137,482
2058,n02088094_9229,352,500,3,afghan_hound,149,331,207,463
2059,n02088094_93,486,500,3,afghan_hound,281,413,224,456
2060,n02088094_9523,500,348,3,afghan_hound,204,300,124,321
2061,n02088094_980,500,333,3,afghan_hound,229,440,48,303
2062,n02088094_986,333,500,3,afghan_hound,1,225,35,498
2063,n02088094_988,300,333,3,afghan_hound,52,236,30,316
2064,n02088238_10005,320,240,3,basset,2,244,81,239
2065,n02088238_10013,500,375,3,basset,0,222,226,374
2066,n02088238_10013,500,375,3,basset,287,449,21,248
2067,n02088238_10028,500,375,3,basset,30,210,41,275
2068,n02088238_10028,500,375,3,basset,266,446,22,354
2069,n02088238_10051,500,338,3,basset,6,270,83,269
2070,n02088238_10051,500,338,3,basset,215,449,117,310
2071,n02088238_10054,375,500,3,basset,120,352,153,338
2072,n02088238_10063,500,375,3,basset,139,498,87,373
2073,n02088238_10072,500,333,3,basset,0,401,0,331
2074,n02088238_10095,500,332,3,basset,162,385,18,280
2075,n02088238_10102,375,500,3,basset,0,373,0,471
2076,n02088238_10106,357,500,3,basset,135,338,118,466
2077,n02088238_10110,320,240,3,basset,0,203,20,238
2078,n02088238_10113,474,500,3,basset,1,392,126,498
2079,n02088238_10129,500,375,3,basset,77,439,42,282
2080,n02088238_10140,500,371,3,basset,172,401,139,287
2081,n02088238_10142,500,375,3,basset,128,354,91,289
2082,n02088238_10183,500,375,3,basset,0,375,67,364
2083,n02088238_10245,500,375,3,basset,0,366,99,374
2084,n02088238_10288,325,500,3,basset,73,248,165,443
2085,n02088238_10338,500,358,3,basset,242,497,0,357
2086,n02088238_10358,500,375,3,basset,83,367,25,269
2087,n02088238_10473,500,375,3,basset,0,377,28,292
2088,n02088238_10510,281,500,3,basset,32,279,63,232
2089,n02088238_10592,332,500,3,basset,98,321,140,378
2090,n02088238_10682,500,375,3,basset,183,448,0,306
2091,n02088238_10741,500,375,3,basset,0,371,61,308
2092,n02088238_10753,403,500,3,basset,21,401,115,403
2093,n02088238_10757,413,308,3,basset,116,412,50,276
2094,n02088238_10870,500,318,3,basset,268,358,13,194
2095,n02088238_10870,500,318,3,basset,0,275,57,208
2096,n02088238_10932,500,367,3,basset,89,395,90,299
2097,n02088238_11113,500,500,3,basset,60,498,66,460
2098,n02088238_11124,500,333,3,basset,0,361,53,331
2099,n02088238_11136,500,375,3,basset,14,498,7,371
2100,n02088238_11148,500,333,3,basset,110,409,68,265
2101,n02088238_11200,500,375,3,basset,132,498,1,373
2102,n02088238_11204,500,375,3,basset,12,448,92,334
2103,n02088238_11223,500,394,3,basset,1,277,9,392
2104,n02088238_11281,500,332,3,basset,111,336,7,167
2105,n02088238_12974,500,376,3,basset,281,434,133,279
2106,n02088238_12997,500,332,3,basset,131,414,123,323
2107,n02088238_13036,500,375,3,basset,36,476,60,320
2108,n02088238_13079,500,375,3,basset,92,336,80,374
2109,n02088238_13199,450,669,3,basset,25,428,60,625
2110,n02088238_13222,500,375,3,basset,176,360,0,262
2111,n02088238_13373,375,500,3,basset,63,336,93,453
2112,n02088238_13439,488,500,3,basset,101,395,21,498
2113,n02088238_13608,500,334,3,basset,111,487,29,197
2114,n02088238_13683,500,375,3,basset,72,480,31,360
2115,n02088238_13709,500,333,3,basset,19,434,88,323
2116,n02088238_13720,500,375,3,basset,112,469,34,373
2117,n02088238_13799,500,412,3,basset,44,403,61,358
2118,n02088238_13847,500,375,3,basset,0,377,125,340
2119,n02088238_13847,500,375,3,basset,213,499,74,319
2120,n02088238_13908,300,447,3,basset,7,275,67,434
2121,n02088238_1454,481,500,3,basset,80,434,50,497
2122,n02088238_1731,500,375,3,basset,1,397,2,322
2123,n02087394_9272,500,334,3,rhodesian_ridgeback,143,278,64,315
2124,n02087394_9922,500,333,3,rhodesian_ridgeback,145,231,19,266
2125,n02087394_9922,500,333,3,rhodesian_ridgeback,231,357,97,236
2126,n02088094_1150,382,500,3,afghan_hound,47,349,91,442
2127,n02088094_13011,500,424,3,afghan_hound,190,456,184,383
2128,n02088094_1611,333,500,3,afghan_hound,136,212,232,465
2129,n02088094_231,480,360,3,afghan_hound,102,413,23,343
2130,n02088094_2879,333,500,3,afghan_hound,65,192,127,380
2131,n02088094_3596,500,380,3,afghan_hound,45,224,59,364
2132,n02088094_3982,466,500,3,afghan_hound,0,464,11,498
2133,n02088094_4426,456,500,3,afghan_hound,86,438,175,486
2134,n02088094_482,500,333,3,afghan_hound,214,429,92,332
2135,n02088094_5504,480,360,3,afghan_hound,111,392,76,322
2136,n02088094_7106,424,500,3,afghan_hound,68,398,63,457
2137,n02088094_875,500,416,3,afghan_hound,129,351,184,388
2138,n02088238_10049,500,375,3,basset,48,499,57,357
2139,n02088238_10451,320,240,3,basset,0,241,28,229
2140,n02088238_600,500,456,3,basset,125,349,65,380
2141,n02088238_6012,500,375,3,basset,192,405,94,234
2142,n02088238_6017,500,332,3,basset,0,499,39,331
2143,n02088238_6035,500,327,3,basset,0,499,0,320
2144,n02088238_6161,360,260,3,basset,1,282,53,212
2145,n02088238_6532,483,500,3,basset,1,476,6,498
2146,n02088238_657,479,479,3,basset,17,304,14,450
2147,n02088238_658,379,500,3,basset,1,360,30,493
2148,n02088238_6621,343,500,3,basset,15,327,36,460
2149,n02088238_664,500,375,3,basset,134,330,74,282
2150,n02088238_665,500,375,3,basset,183,331,101,373
2151,n02088238_6707,188,250,3,basset,13,179,9,233
2152,n02088238_6708,500,376,3,basset,16,350,24,318
2153,n02088238_6812,478,359,3,basset,6,477,4,357
2154,n02088238_6988,500,375,3,basset,209,327,84,214
2155,n02088238_7131,363,243,3,basset,91,237,24,220
2156,n02088238_7181,500,375,3,basset,280,440,121,372
2157,n02088238_7233,500,334,3,basset,186,427,60,327
2158,n02088238_7233,500,334,3,basset,2,211,51,333
2159,n02088238_7487,500,375,3,basset,295,499,54,323
2160,n02088238_7553,500,350,3,basset,172,349,34,337
2161,n02088238_7718,375,500,3,basset,115,258,145,297
2162,n02088238_7741,500,333,3,basset,96,451,73,332
2163,n02088238_7855,620,600,3,basset,4,606,82,594
2164,n02088238_8140,500,488,3,basset,11,479,47,486
2165,n02088238_8480,400,500,3,basset,5,398,0,482
2166,n02088238_8520,267,400,3,basset,0,254,52,393
2167,n02088238_8839,500,375,3,basset,91,409,0,373
2168,n02088238_9015,500,332,3,basset,97,426,56,325
2169,n02088238_9025,399,500,3,basset,48,356,56,460
2170,n02088238_9154,500,375,3,basset,49,473,119,328
2171,n02088238_9162,500,375,3,basset,103,382,33,345
2172,n02088238_9257,333,500,3,basset,1,331,71,498
2173,n02088238_9267,500,375,3,basset,72,449,0,358
2174,n02088238_9292,500,375,3,basset,16,499,35,339
2175,n02088238_9332,500,375,3,basset,66,388,9,245
2176,n02088238_9351,500,500,3,basset,45,406,100,383
2177,n02088238_9360,460,344,3,basset,138,319,52,258
2178,n02088238_9372,500,375,3,basset,117,332,35,228
2179,n02088238_9419,500,375,3,basset,53,424,105,319
2180,n02088238_9446,375,500,3,basset,15,370,51,498
2181,n02088238_9467,500,375,3,basset,108,401,14,373
2182,n02088238_9486,500,375,3,basset,260,480,198,343
2183,n02088238_9529,375,500,3,basset,105,373,220,498
2184,n02088238_9577,500,375,3,basset,171,446,57,374
2185,n02088238_9585,500,375,3,basset,41,455,84,341
2186,n02088238_9590,500,375,3,basset,122,460,74,374
2187,n02088238_9595,431,457,3,basset,44,357,18,455
2188,n02088238_9600,500,375,3,basset,112,499,35,374
2189,n02088238_9626,500,333,3,basset,1,293,105,332
2190,n02088238_9635,500,460,3,basset,0,498,3,458
2191,n02088238_9691,500,375,3,basset,11,413,0,318
2192,n02088238_9717,500,375,3,basset,207,286,140,232
2193,n02088238_9718,500,375,3,basset,0,376,32,373
2194,n02088238_9725,500,371,3,basset,68,440,36,313
2195,n02088238_9751,500,360,3,basset,0,480,1,310
2196,n02088238_9778,500,375,3,basset,231,355,217,294
2197,n02088238_9778,500,375,3,basset,53,137,204,273
2198,n02088238_9778,500,375,3,basset,353,462,213,276
2199,n02088238_9787,2048,1536,3,basset,318,2036,38,1528
2200,n02088238_9789,500,375,3,basset,53,325,50,330
2201,n02088238_9789,500,375,3,basset,204,445,55,295
2202,n02088238_9797,500,375,3,basset,139,401,39,341
2203,n02088238_9815,500,375,3,basset,96,457,128,336
2204,n02088238_9841,500,333,3,basset,201,273,123,231
2205,n02088238_9864,500,375,3,basset,188,445,84,353
2206,n02088238_9900,500,375,3,basset,132,346,12,374
2207,n02088238_9922,500,396,3,basset,203,447,141,292
2208,n02088238_9933,396,500,3,basset,75,248,203,317
2209,n02088238_9947,500,375,3,basset,106,287,48,165
2210,n02088238_9960,389,600,3,basset,0,387,4,511
2211,n02088238_9986,500,333,3,basset,0,288,0,259
2212,n02088238_9986,500,333,3,basset,212,499,38,331
2213,n02088238_11339,500,375,3,basset,191,495,66,369
2214,n02088238_11383,500,375,3,basset,48,424,28,374
2215,n02088238_11393,500,398,3,basset,34,302,148,338
2216,n02088238_11505,500,333,3,basset,1,478,0,331
2217,n02088238_11511,500,333,3,basset,0,418,34,331
2218,n02088238_11522,500,375,3,basset,163,498,67,275
2219,n02088238_11542,500,362,3,basset,105,369,86,360
2220,n02088238_11635,500,356,3,basset,282,350,189,271
2221,n02088238_11635,500,356,3,basset,126,213,144,267
2222,n02088238_11846,500,375,3,basset,31,406,35,315
2223,n02088238_11849,439,500,3,basset,25,393,28,497
2224,n02088238_11917,500,375,3,basset,131,389,30,373
2225,n02088238_12160,500,375,3,basset,202,362,71,299
2226,n02088238_12196,500,470,3,basset,118,413,22,463
2227,n02088238_12293,500,375,3,basset,221,448,22,312
2228,n02088238_12427,500,399,3,basset,83,499,0,397
2229,n02088238_12469,500,375,3,basset,157,272,88,217
2230,n02088238_12555,333,500,3,basset,41,331,76,486
2231,n02088238_12563,500,349,3,basset,18,385,95,298
2232,n02088238_1261,477,500,3,basset,35,436,37,447
2233,n02088238_12710,500,375,3,basset,161,398,66,327
2234,n02088238_2009,455,500,3,basset,57,453,36,495
2235,n02088238_2217,320,240,3,basset,80,231,33,215
2236,n02088238_2574,500,375,3,basset,192,499,83,265
2237,n02088238_2646,500,375,3,basset,105,388,43,279
2238,n02088238_2674,500,384,3,basset,0,459,28,383
2239,n02088238_2686,376,500,3,basset,1,362,81,498
2240,n02088238_2822,500,375,3,basset,192,356,96,315
2241,n02088238_2879,500,375,3,basset,203,452,72,358
2242,n02088238_305,360,288,3,basset,90,255,139,244
2243,n02088238_3066,500,375,3,basset,10,330,24,346
2244,n02088238_3079,500,375,3,basset,221,353,186,293
2245,n02088238_3359,500,370,3,basset,213,330,173,327
2246,n02088238_3475,500,375,3,basset,19,499,46,374
2247,n02088238_3579,500,333,3,basset,95,389,0,332
2248,n02088238_363,500,375,3,basset,128,444,0,370
2249,n02088238_3778,500,375,3,basset,1,390,0,275
2250,n02088238_4182,500,375,3,basset,165,485,3,321
2251,n02088238_4365,500,375,3,basset,0,498,15,349
2252,n02088238_4374,500,375,3,basset,0,419,51,374
2253,n02088238_490,500,400,3,basset,62,296,77,285
2254,n02088238_517,500,333,3,basset,197,490,0,266
2255,n02088238_5239,500,375,3,basset,0,411,24,369
2256,n02088238_9994,500,333,3,basset,172,408,54,314
2257,n02088364_10108,375,500,3,beagle,75,281,56,498
2258,n02088364_10206,500,400,3,beagle,76,464,99,377
2259,n02088364_10296,500,375,3,beagle,240,499,140,368
2260,n02088364_10354,500,375,3,beagle,30,458,54,374
2261,n02088364_10362,335,199,3,beagle,165,331,22,188
2262,n02088364_10362,335,199,3,beagle,0,163,33,181
2263,n02088364_10575,500,375,3,beagle,47,320,28,268
2264,n02088364_10585,500,333,3,beagle,15,486,70,271
2265,n02088364_10731,500,396,3,beagle,0,248,109,316
2266,n02088364_10731,500,396,3,beagle,3,468,55,338
2267,n02088364_10798,500,375,3,beagle,183,404,105,276
2268,n02088364_10947,250,274,3,beagle,35,249,47,273
2269,n02088364_11130,500,375,3,beagle,68,229,113,361
2270,n02088364_11130,500,375,3,beagle,234,408,84,254
2271,n02088364_11136,375,500,3,beagle,81,330,37,202
2272,n02088364_11147,500,460,3,beagle,70,443,1,458
2273,n02088364_11231,500,375,3,beagle,96,352,77,374
2274,n02088364_1128,500,335,3,beagle,126,486,26,334
2275,n02088364_11391,375,500,3,beagle,35,333,32,483
2276,n02088364_11509,500,375,3,beagle,140,315,25,340
2277,n02088364_11698,500,375,3,beagle,245,499,119,374
2278,n02088364_11711,394,500,3,beagle,57,280,200,498
2279,n02088364_11828,500,375,3,beagle,132,344,30,309
2280,n02088364_11836,500,333,3,beagle,47,499,0,332
2281,n02088364_11930,500,351,3,beagle,43,317,26,212
2282,n02088364_12102,500,375,3,beagle,137,266,174,281
2283,n02088364_12102,500,375,3,beagle,225,489,128,372
2284,n02088364_12124,500,375,3,beagle,69,344,50,374
2285,n02088364_12131,375,500,3,beagle,2,356,58,432
2286,n02088364_12154,350,316,3,beagle,22,316,27,302
2287,n02088364_12178,500,375,3,beagle,105,474,45,311
2288,n02088364_12213,452,452,3,beagle,25,445,9,440
2289,n02088364_12291,375,500,3,beagle,67,280,255,435
2290,n02088364_12303,500,375,3,beagle,0,357,15,374
2291,n02088364_12334,250,188,3,beagle,50,206,14,187
2292,n02088364_12397,500,470,3,beagle,106,395,136,468
2293,n02088364_12405,500,375,3,beagle,65,386,24,364
2294,n02088364_15082,500,375,3,beagle,81,452,60,374
2295,n02088364_15093,500,375,3,beagle,196,327,132,299
2296,n02088364_15111,400,500,3,beagle,52,327,71,381
2297,n02088364_15305,500,375,3,beagle,37,390,0,342
2298,n02088364_15315,500,332,3,beagle,146,379,10,209
2299,n02088364_15370,500,500,3,beagle,2,498,46,465
2300,n02088364_15690,500,333,3,beagle,89,488,16,254
2301,n02088364_15787,400,342,3,beagle,16,372,32,309
2302,n02088364_15877,500,375,3,beagle,38,431,104,312
2303,n02088364_15877,500,375,3,beagle,36,499,43,243
2304,n02088364_16060,500,375,3,beagle,96,331,187,349
2305,n02088364_16065,500,357,3,beagle,148,396,91,336
2306,n02088364_161,500,333,3,beagle,94,420,11,332
2307,n02088364_16165,500,382,3,beagle,0,471,49,381
2308,n02088364_16207,785,800,3,beagle,190,686,112,630
2309,n02088364_16210,500,334,3,beagle,270,398,208,325
2310,n02088364_16210,500,334,3,beagle,219,319,124,294
2311,n02088364_16339,500,375,3,beagle,137,499,20,351
2312,n02088364_16493,500,375,3,beagle,259,454,1,374
2313,n02088364_16493,500,375,3,beagle,0,224,0,347
2314,n02088364_16508,500,333,3,beagle,238,421,52,323
2315,n02088364_16519,500,333,3,beagle,211,389,50,260
2316,n02088364_16588,500,386,3,beagle,147,454,12,385
2317,n02088364_16635,480,320,3,beagle,20,472,70,250
2318,n02088364_16689,500,375,3,beagle,26,485,80,320
2319,n02088364_16695,500,375,3,beagle,0,438,36,374
2320,n02088364_16704,333,500,3,beagle,15,205,216,465
2321,n02088364_16704,333,500,3,beagle,176,286,227,398
2322,n02088364_16721,500,332,3,beagle,0,367,94,331
2323,n02088364_16791,375,500,3,beagle,41,373,72,376
2324,n02088364_16881,500,349,3,beagle,20,488,11,328
2325,n02088364_16985,275,321,3,beagle,22,272,23,317
2326,n02088364_17167,500,332,3,beagle,140,392,2,281
2327,n02088364_17170,500,392,3,beagle,32,499,0,391
2328,n02088364_17258,336,448,3,beagle,26,234,146,446
2329,n02088364_17294,443,498,3,beagle,0,400,46,496
2330,n02088364_17314,500,375,3,beagle,63,483,20,374
2331,n02088364_17406,500,375,3,beagle,70,499,4,374
2332,n02088364_17474,500,492,3,beagle,34,498,73,490
2333,n02088364_17479,500,375,3,beagle,3,484,22,326
2334,n02088364_17530,380,227,3,beagle,33,375,21,222
2335,n02088364_17534,500,375,3,beagle,138,358,86,343
2336,n02088364_17553,500,375,3,beagle,0,383,68,374
2337,n02088364_17671,334,500,3,beagle,0,288,65,498
2338,n02088364_17689,500,499,3,beagle,57,307,2,486
2339,n02088364_17766,375,500,3,beagle,3,373,71,498
2340,n02088364_17935,333,500,3,beagle,81,255,51,380
2341,n02088364_18403,400,300,3,beagle,151,287,7,199
2342,n02088364_2000,500,333,3,beagle,129,284,217,309
2343,n02088364_2019,326,360,3,beagle,0,285,46,343
2344,n02088364_2106,500,375,3,beagle,90,404,0,374
2345,n02088364_2143,500,375,3,beagle,116,497,50,373
